,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
146,HeLa,MTT,Ag,additional,Human,Human,epithelial,uterus,Adenocarcinoma,72,60,8,9.24,-7,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
147,HeLa,MTT,Ag,additional,Human,Human,epithelial,uterus,Adenocarcinoma,72,80,8,9.24,-7,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
215,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,0.97,114.4508671,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
216,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,1.95,104.0462428,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
217,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,3.9,102.8901734,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
218,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,7.8,95.95375723,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
219,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,15.625,94.79768786,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
220,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,31.25,91.32947977,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
221,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,62.5,93.06358382,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
222,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,125,87.86127168,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
223,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,250,40.46242775,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
224,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,500,23.12138728,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
225,HeLa,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,1000,20.80924855,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
288,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,0.005,90,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
289,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,0.01,83,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
290,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,0.05,80,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
291,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,0.1,86,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
292,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,1,70,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
293,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,5,63,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
294,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,10,57,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
295,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,50,43,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
296,CHO-K1,MTT,Ag,additional,hamster,Animal,epithelial,ovary,Normal,24,100,40,15,-11.29,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
